reading_minutes,translation_used,reflections_written,recitation_pages,memorization_pages,reading_streak,recitation_streak,memorization_streak,inactivity_gap_hours,weekly_activity_trend,disengagement_risk
1,0,3,7,2.4,61,23,60,52,0.55,0
8,1,1,14,4.0,48,95,88,145,-0.9,0
3,0,2,7,3.4,94,20,52,42,-0.95,0
55,0,1,11,3.6,57,10,23,123,0.53,0
31,0,2,15,2.5,73,6,5,198,0.65,0
51,1,0,6,1.3,22,11,30,144,-0.62,1
42,0,3,13,0.6,98,51,78,54,0.95,0
58,1,0,5,4.7,81,0,24,162,-0.42,1
6,0,0,17,0.6,74,22,30,128,-0.79,1
11,0,3,7,4.0,56,82,66,157,0.5,0
1,0,0,0,3.5,88,87,79,108,-0.67,1
7,0,0,11,0.9,24,16,98,152,-0.8,1
6,1,3,12,3.0,75,27,45,158,-0.97,0
39,0,3,10,3.5,12,51,2,197,-0.42,1
59,0,0,20,2.9,99,15,0,138,0.57,0
50,1,0,16,5.0,19,99,50,142,0.57,0
49,0,2,1,0.5,74,40,92,179,-0.18,1
27,1,1,14,4.7,31,2,70,129,-0.2,0
5,0,3,14,0.6,89,60,86,0,-0.58,0
44,1,3,10,1.7,8,49,54,113,-0.74,0
11,1,2,0,4.2,80,55,95,171,0.15,0
27,1,0,1,4.6,25,59,1,18,0.51,0
18,0,0,8,3.8,76,33,61,185,0.93,0
53,0,2,16,2.4,57,27,11,187,0.79,0
55,0,2,18,1.6,86,50,0,165,-0.97,0
22,1,0,9,3.9,59,34,18,79,0.55,0
54,1,0,20,1.9,99,70,90,68,0.11,0
29,1,3,0,0.0,51,95,80,84,-0.36,0
14,1,1,9,2.5,33,58,94,83,0.82,0
17,0,0,15,0.5,37,22,51,27,-0.46,0
32,0,1,20,0.5,40,62,24,150,0.9,0
14,1,0,5,1.1,14,19,5,157,-0.3,1
14,1,2,16,3.1,96,72,43,137,0.2,0
21,0,3,11,0.3,46,34,23,160,-0.3,1
13,0,1,5,4.6,66,93,42,164,0.13,0
44,1,0,14,1.7,3,49,75,179,-0.86,1
46,1,0,11,4.4,10,91,3,122,-0.75,0
4,1,2,1,2.4,63,12,94,192,0.44,1
53,1,1,3,0.6,84,83,21,90,-0.82,0
45,1,0,9,0.4,67,83,75,85,0.93,0
45,1,3,14,0.8,23,16,60,86,0.05,0
7,1,3,0,3.4,45,53,31,79,0.29,0
37,1,0,15,1.5,86,41,97,99,0.21,0
4,0,0,18,1.4,38,45,0,25,-0.71,0
39,1,1,13,2.2,4,25,71,2,0.01,0
38,0,1,6,4.6,60,59,14,43,-0.21,0
20,0,0,1,3.9,59,6,86,167,-0.08,1
20,0,1,12,2.0,40,55,35,40,0.92,0
49,0,3,4,3.7,37,75,7,98,-0.57,0
33,0,1,16,4.4,93,79,87,15,-0.39,0
42,1,2,7,0.6,54,59,37,102,0.45,0
54,1,3,15,1.2,15,92,53,114,-0.84,0
31,0,3,5,1.2,29,11,78,45,-0.76,0
8,0,1,11,3.0,84,86,51,93,0.64,0
0,0,0,13,4.6,57,2,24,132,0.19,1
31,0,2,0,0.9,40,73,39,160,-0.64,1
18,0,3,0,4.3,33,80,44,111,0.0,0
41,1,0,13,2.5,18,93,83,54,0.52,0
52,0,1,20,3.5,49,38,40,96,-0.38,0
51,1,2,1,2.5,31,42,3,101,-0.31,1
2,1,2,10,3.3,21,11,9,37,0.49,0
21,0,1,13,0.6,48,87,23,159,0.77,0
19,0,3,14,2.0,100,89,84,86,-0.25,0
37,1,3,2,1.3,70,48,58,121,-0.37,0
3,0,2,0,3.8,18,43,28,192,-0.18,1
4,1,3,11,3.0,20,23,84,186,-0.38,0
17,0,2,3,0.0,21,59,19,104,0.57,1
11,1,1,1,3.9,88,14,81,101,-0.21,0
16,0,1,1,2.9,83,64,57,33,-0.68,0
1,1,3,19,0.8,11,11,70,99,0.51,0
4,0,0,9,1.1,73,57,85,104,0.65,0
48,0,3,19,4.9,80,27,43,53,-0.74,0
8,1,2,0,2.0,13,50,38,114,-0.48,1
44,0,2,19,0.8,42,55,8,12,0.46,0
21,0,2,7,1.7,73,5,89,108,0.75,0
60,0,0,14,2.5,56,34,39,113,-0.09,0
42,1,3,8,1.8,40,28,87,10,0.46,0
29,1,1,4,0.9,7,49,9,130,-0.45,1
12,1,1,2,2.6,53,94,2,13,-0.02,0
14,1,0,1,2.7,28,49,58,179,-0.13,1
56,0,0,19,4.7,99,72,12,162,0.8,0
8,1,1,19,1.3,96,73,12,100,-0.65,0
18,0,3,2,0.6,46,68,3,63,-0.7,1
46,0,2,10,4.8,27,59,92,158,-0.03,0
58,1,3,0,1.4,12,22,57,46,-0.59,0
21,0,3,18,2.1,46,17,3,183,0.27,0
56,1,0,7,3.7,18,32,6,61,-0.37,0
47,1,0,19,2.2,21,72,96,54,-0.7,0
12,1,0,7,3.3,43,74,44,21,0.53,0
1,1,2,18,0.3,48,35,97,84,0.75,0
4,0,3,13,0.0,79,31,93,118,0.19,0
53,1,0,4,2.8,5,3,26,44,0.23,1
37,0,0,15,2.7,8,74,29,182,-0.91,1
24,1,2,2,1.8,82,55,16,88,0.12,0
20,0,2,18,1.2,72,6,30,177,0.7,0
30,1,2,4,3.1,90,29,58,116,-0.34,0
41,0,3,1,0.5,60,83,94,153,0.43,0
35,0,1,12,4.8,48,100,6,52,0.37,0
8,0,2,19,3.6,7,3,62,143,0.69,0
27,0,3,8,1.4,9,79,48,17,-0.18,0
21,1,3,4,2.1,73,6,47,9,-0.74,0
14,1,1,17,4.4,59,58,95,116,-0.33,0
22,1,0,19,4.3,8,97,66,87,-0.43,0
18,1,3,8,0.9,77,52,76,198,-0.03,0
56,0,1,19,3.8,38,64,1,144,-0.9,0
1,1,1,15,1.0,83,48,56,13,0.49,0
48,1,2,5,2.8,38,89,62,59,-0.27,0
6,0,0,14,4.9,15,32,34,94,-0.73,1
40,1,2,16,4.8,84,64,62,188,0.61,0
54,1,2,11,4.7,62,15,69,102,-0.57,0
27,1,3,5,3.4,37,78,41,160,-0.41,0
14,0,1,17,2.3,80,75,83,123,0.99,0
51,1,1,6,0.6,29,44,44,67,-0.57,0
44,0,0,12,3.8,20,71,38,9,-0.18,0
33,0,3,18,0.2,62,49,27,151,-0.56,0
18,0,2,8,4.8,92,65,16,117,0.09,0
27,0,2,16,4.3,79,41,32,171,-0.83,0
30,0,3,16,4.8,86,19,13,164,-0.27,0
4,0,1,4,4.3,0,12,72,148,-0.66,1
18,0,2,15,4.2,18,80,26,92,-0.02,0
47,0,0,20,0.6,8,28,78,155,0.31,0
32,0,2,18,1.2,95,26,26,80,-0.93,0
24,0,2,7,1.5,71,61,83,185,0.5,0
33,0,1,2,2.7,89,82,51,171,-0.07,0
53,0,0,11,4.4,86,44,4,174,-0.32,0
6,0,1,16,2.3,75,42,62,153,0.0,0
54,0,2,13,2.6,24,59,28,154,0.86,0
34,1,2,18,0.4,19,18,88,174,-0.06,0
55,0,2,7,1.2,18,47,48,43,-0.37,0
23,0,0,3,3.9,5,20,91,193,-0.14,1
28,1,3,10,0.8,50,87,97,38,0.55,0
11,1,0,3,0.9,66,22,72,15,0.32,0
47,1,0,17,3.4,92,32,47,123,-0.36,0
18,0,0,3,0.9,88,22,5,122,-0.85,1
51,0,3,14,1.1,32,83,75,59,0.79,0
38,0,0,5,4.5,46,67,10,21,0.11,0
51,1,3,12,1.9,33,36,30,107,-0.44,0
35,0,3,4,0.3,81,27,28,133,-0.08,1
14,1,1,9,4.9,18,65,11,151,0.66,0
23,1,2,6,2.5,21,63,72,64,0.6,0
33,0,1,13,2.2,76,6,31,60,-0.45,0
42,0,0,12,0.2,90,50,22,149,0.98,0
27,0,3,19,1.7,46,18,85,93,0.99,0
4,1,0,16,3.0,38,88,14,10,0.76,0
26,0,3,2,4.2,17,52,3,109,-0.59,1
58,1,3,19,1.0,84,45,22,81,-0.87,0
17,0,0,6,1.5,37,44,99,46,0.78,0
15,0,2,6,0.4,20,64,69,10,0.62,0
16,0,0,5,1.0,81,49,76,172,0.26,1
4,1,1,12,1.1,87,7,36,29,-0.41,0
32,1,3,18,1.9,94,66,4,159,0.61,0
21,0,3,10,2.9,63,41,53,14,-0.64,0
2,0,0,14,1.5,49,64,29,124,-0.1,0
4,0,1,17,3.0,96,51,62,61,-0.59,0
39,1,3,2,0.7,95,83,32,137,0.54,0
35,1,0,9,1.2,15,34,28,54,0.97,0
13,1,1,0,2.3,29,48,54,180,0.9,1
29,1,2,5,0.2,4,42,72,196,-0.13,1
21,0,3,11,4.9,42,37,96,103,-0.04,0
4,1,2,10,0.3,73,38,17,178,0.2,1
28,0,3,7,2.1,66,30,76,78,0.59,0
16,1,3,10,4.1,51,85,48,169,-0.5,0
10,1,2,16,0.7,52,72,77,50,0.69,0
5,1,2,7,2.8,79,43,25,48,-0.81,0
43,0,0,1,5.0,47,99,6,184,0.54,1
43,1,2,13,0.7,72,39,42,150,0.16,0
18,1,0,8,0.2,94,38,24,138,-0.25,1
47,1,1,8,2.2,59,0,71,1,-0.53,0
27,1,0,5,4.5,31,50,70,139,-0.58,1
16,0,1,1,3.7,46,87,74,6,0.96,0
51,1,3,7,2.7,42,0,4,132,-0.99,1
12,0,3,1,0.9,41,37,20,27,0.54,0
16,1,1,17,2.6,6,97,61,59,-0.28,0
2,1,3,1,4.1,13,84,79,72,-0.55,0
24,0,3,1,4.1,31,92,84,25,0.75,0
36,1,1,15,4.1,24,81,86,79,-0.33,0
49,0,2,15,1.7,43,48,48,136,0.84,0
21,1,3,10,1.1,79,35,56,136,0.65,0
5,0,0,5,0.3,76,27,69,96,0.08,1
18,0,2,8,0.5,52,7,2,23,-0.42,1
51,1,2,16,0.3,10,53,54,42,-0.8,0
53,1,1,14,2.2,17,34,6,101,0.05,0
49,0,2,10,1.5,37,57,20,178,0.42,0
50,1,3,18,0.5,35,48,46,162,0.57,0
48,0,3,1,4.6,83,19,91,166,-0.23,0
19,1,3,16,1.3,45,69,99,95,0.25,0
18,0,0,4,4.9,49,81,79,52,0.19,0
60,1,3,10,3.9,34,58,15,60,-0.55,0
0,1,3,20,0.4,42,79,76,197,0.21,0
10,0,0,0,3.0,79,35,79,37,-0.18,0
6,0,3,12,0.5,94,82,85,84,-0.42,0
60,0,0,11,2.8,64,79,58,57,-0.98,0
8,0,3,7,0.3,32,20,6,155,0.92,1
56,1,0,12,4.8,33,87,37,37,0.1,0
20,1,3,8,1.9,9,49,28,92,0.65,0
47,1,0,8,2.9,56,67,41,31,-0.78,0
10,0,2,3,1.8,79,22,98,17,-0.73,0
28,0,3,14,0.3,46,7,69,158,-0.1,0
32,1,2,7,5.0,7,52,18,119,-0.12,0
53,1,1,10,2.5,92,29,9,23,-0.97,0
28,1,3,12,2.0,25,46,59,131,0.11,0
13,1,1,16,2.4,84,31,30,127,0.06,0
27,0,3,13,3.9,60,36,81,193,-0.44,0
60,0,2,12,1.1,15,33,33,151,-0.35,0
14,0,3,4,2.8,28,84,22,33,-0.56,0
55,1,1,18,4.4,60,14,71,161,0.93,0
55,0,1,2,2.8,36,3,17,176,-0.25,1
53,0,2,2,3.6,16,37,1,98,0.3,1
18,1,0,3,1.2,45,31,60,20,-0.46,1
19,0,2,5,0.8,11,57,69,131,0.03,1
7,1,0,17,1.6,66,14,87,33,-0.32,0
30,1,2,11,4.3,17,28,23,154,0.93,0
49,1,2,15,1.5,72,10,63,160,0.5,0
29,1,2,15,3.5,79,47,31,68,-0.8,0
12,0,2,7,1.7,70,73,3,156,-0.23,1
38,1,3,16,3.4,83,81,40,11,0.33,0
53,1,0,14,0.8,33,70,89,4,-0.15,0
46,1,1,20,0.0,70,23,65,174,0.23,0
13,0,1,11,4.2,74,68,85,24,0.33,0
31,0,2,19,4.9,34,17,61,151,-0.63,0
45,1,0,14,3.2,62,29,55,95,0.24,0
5,1,1,17,1.4,40,68,32,101,-0.86,0
18,1,3,15,0.7,19,92,54,89,0.96,0
53,1,2,0,3.3,93,66,64,130,0.04,0
20,1,3,6,3.2,71,65,57,23,0.73,0
27,0,3,14,0.2,48,27,91,131,1.0,0
37,0,2,0,3.9,6,5,36,8,-0.3,1
57,0,3,2,1.7,7,43,47,82,0.6,0
45,0,1,11,1.0,2,5,63,79,0.56,0
41,1,3,19,4.9,55,22,43,110,0.65,0
59,0,3,7,2.4,38,97,57,155,-0.83,0
6,0,2,9,1.8,81,53,9,141,-0.27,1
0,1,0,3,1.3,14,5,63,155,0.4,1
17,0,0,20,0.9,78,3,81,123,-0.4,0
46,0,3,3,3.5,90,9,11,91,-0.91,0
55,1,0,6,0.5,89,81,37,26,0.61,0
31,0,3,9,2.3,37,26,13,145,0.61,0
3,1,2,8,4.0,45,41,68,111,-0.38,0
41,0,3,10,4.2,31,12,92,65,-0.51,0
43,0,1,20,2.9,20,82,33,148,-0.74,0
50,0,1,8,1.1,86,72,11,29,0.81,0
8,1,3,14,0.7,67,80,94,78,-0.95,0
4,1,2,4,1.1,92,4,18,71,-0.15,1
8,0,1,16,2.4,2,48,38,103,-0.34,0
23,0,0,12,2.1,30,42,1,67,-0.93,1
54,0,3,9,2.0,91,33,49,157,-0.16,0
43,1,2,18,2.4,84,21,60,127,-0.2,0
45,0,2,19,1.4,84,53,45,185,-0.57,0
55,0,1,5,0.1,96,12,37,34,-0.99,0
2,1,1,11,2.9,32,63,50,76,0.68,0
57,1,0,16,1.7,16,39,90,124,-0.64,0
37,0,2,11,4.6,35,1,93,2,-0.66,0
0,1,1,7,3.3,36,93,7,101,-0.75,1
46,1,3,11,0.6,61,4,15,191,-0.82,1
38,1,2,10,1.1,53,81,13,192,0.53,0
8,1,1,15,3.2,66,17,51,9,0.6,0
29,1,3,15,1.6,71,36,58,64,0.82,0
50,0,3,15,0.4,47,34,70,194,-0.53,0
10,0,0,6,2.4,88,59,74,149,-0.89,1
42,0,1,2,1.5,61,27,69,27,-0.35,0
17,1,0,14,2.1,67,77,4,164,0.9,0
2,1,3,17,0.1,50,43,65,60,0.0,0
6,0,2,19,0.4,18,97,52,120,0.41,0
19,1,1,1,1.3,92,69,71,125,-0.44,0
11,0,1,19,1.7,3,37,38,87,-0.33,0
55,0,0,1,4.6,67,35,86,182,0.39,0
48,1,1,2,4.8,20,84,74,21,-0.3,0
30,0,2,9,2.6,98,54,68,167,-0.78,0
15,0,0,9,2.1,3,45,28,154,0.5,1
28,0,2,4,1.2,74,18,83,186,-0.53,1
5,1,3,2,4.7,66,100,39,160,-0.03,0
42,1,2,17,1.0,19,71,5,139,0.82,0
36,1,0,6,0.3,87,84,29,20,0.04,0
38,1,3,16,4.8,13,6,62,90,0.87,0
25,1,1,18,1.3,6,36,29,86,0.39,0
43,0,0,9,2.9,79,66,17,198,0.48,0
11,0,0,7,2.4,89,43,63,96,-0.72,0
2,1,1,1,1.2,89,0,92,180,-0.44,1
16,1,0,13,2.0,66,8,44,18,0.29,0
34,0,0,8,0.6,97,71,35,53,0.42,0
31,1,2,9,0.7,53,84,13,83,-0.85,0
40,0,3,12,2.4,33,88,7,178,0.45,0
17,0,0,12,2.9,100,48,90,16,-0.43,0
56,1,0,7,1.6,63,21,68,197,0.59,0
20,1,0,3,4.4,35,21,48,128,-0.79,1
36,0,2,11,4.1,22,9,41,130,0.95,0
17,1,1,2,4.7,28,46,11,111,-0.42,1
22,0,0,2,2.6,87,95,70,121,0.39,0
23,1,0,3,4.4,98,49,94,38,0.46,0
31,0,2,18,2.4,5,37,25,67,0.04,0
32,1,3,11,3.5,53,30,74,61,-0.78,0
18,1,0,12,4.6,8,66,48,23,0.47,0
26,0,0,8,2.9,65,73,97,121,-0.62,0
9,0,0,0,4.7,30,96,50,100,-0.12,1
17,0,3,17,2.9,33,60,33,14,-0.57,0
55,0,1,9,1.3,54,58,53,42,0.68,0
6,0,3,5,3.5,44,17,43,198,0.46,1
5,0,3,13,0.6,0,64,67,53,0.61,0
55,0,0,17,1.7,94,98,76,44,0.62,0
31,1,1,13,0.2,65,1,35,98,-0.74,0
6,0,1,18,0.1,88,4,2,94,0.28,0
16,0,0,13,3.8,39,72,83,125,0.51,0
49,1,1,15,2.0,97,62,55,121,0.92,0
36,1,1,2,4.4,21,31,26,17,0.3,0
32,1,1,11,1.9,71,54,30,35,0.37,0
13,1,0,14,2.4,91,12,71,13,-0.01,0
44,0,2,15,0.1,74,100,43,74,-0.81,0
60,1,0,14,1.7,8,89,59,200,0.47,0
23,1,3,4,0.2,77,31,84,127,0.03,0
11,0,0,12,0.1,92,70,34,107,0.39,0
11,0,0,15,0.8,40,2,51,194,0.0,1
40,1,0,10,2.7,39,45,64,185,0.8,0
33,0,3,15,3.0,48,28,82,50,-0.08,0
21,0,1,12,3.6,85,91,13,127,-0.18,0
34,1,3,16,0.8,99,0,3,50,0.18,0
25,1,2,1,1.9,28,59,50,182,0.92,1
2,1,0,18,4.0,18,85,0,23,-0.86,0
13,0,2,13,2.8,42,73,59,84,0.9,0
59,0,2,2,4.4,76,7,74,149,0.53,0
44,1,3,19,4.6,8,97,91,50,-0.76,0
58,0,0,14,1.6,52,28,52,121,-0.45,0
31,0,2,5,1.0,67,75,39,52,-0.87,0
2,1,2,11,2.4,33,41,46,30,-0.35,0
24,1,2,3,2.4,35,76,1,86,0.91,0
10,1,1,8,3.5,15,97,34,97,-0.65,0
34,1,1,1,4.3,50,52,20,94,0.98,0
47,1,2,11,3.0,44,44,76,184,-0.16,0
15,0,2,18,3.0,81,0,91,4,-0.54,0
55,1,1,14,2.7,91,81,17,106,-0.67,0
21,0,1,10,0.6,97,90,17,160,-0.25,0
36,0,2,5,2.4,79,74,24,9,0.34,0
17,1,3,1,3.9,72,74,9,16,-0.5,0
28,1,3,3,3.2,58,21,7,183,0.56,1
43,1,1,12,2.5,21,8,7,198,-0.78,1
8,1,1,3,4.6,95,86,25,62,0.68,0
59,0,1,8,2.2,56,5,21,48,0.88,0
36,0,3,10,3.3,80,24,70,166,0.44,0
0,0,2,14,1.9,16,79,82,54,-0.94,0
50,1,1,18,2.7,37,83,73,120,-0.17,0
24,0,3,20,2.3,21,30,41,89,0.66,0
9,1,0,13,2.7,21,72,35,125,0.92,0
24,1,2,13,1.5,35,99,96,156,-0.36,0
18,1,3,17,0.5,98,10,22,170,0.72,0
6,0,1,9,0.0,77,65,8,27,0.6,0
51,0,3,15,0.4,68,99,50,5,-0.59,0
15,1,3,17,2.7,83,100,73,146,-0.77,0
39,0,0,6,4.4,93,61,60,67,0.41,0
7,0,3,6,0.2,35,90,55,68,0.89,0
24,0,0,7,1.9,66,22,51,33,-0.79,0
52,0,0,4,3.3,54,39,94,176,0.45,0
7,1,3,12,1.8,96,80,19,73,-0.55,0
57,0,0,20,1.1,5,11,57,121,-0.28,0
40,1,0,12,2.6,30,16,40,132,0.26,0
37,1,3,5,1.4,3,97,81,138,-0.07,0
41,1,0,20,4.0,100,96,72,147,-0.98,0
4,1,3,19,4.3,65,75,74,164,-0.2,0
12,0,0,13,2.0,85,38,1,192,0.33,1
58,1,2,13,4.4,1,10,93,87,0.24,0
1,1,3,12,1.6,56,25,53,58,0.6,0
10,0,0,3,1.4,60,36,75,103,-0.86,1
35,1,2,7,2.0,26,84,15,198,0.35,0
16,1,1,0,2.2,32,81,53,169,-0.18,1
34,1,2,18,2.7,24,63,13,33,0.76,0
48,0,2,6,1.8,96,76,32,94,0.18,0
49,1,2,15,4.6,32,45,71,130,0.62,0
2,1,1,15,4.5,80,74,36,106,0.62,0
1,1,0,10,0.2,64,58,63,103,-0.87,1
27,0,2,9,2.4,72,30,66,79,0.04,0
11,0,3,17,0.6,90,36,59,46,-0.06,0
4,0,0,4,1.0,64,82,35,106,0.18,1
49,0,0,6,0.6,54,73,54,167,0.37,0
9,0,2,10,1.7,100,47,61,94,-0.55,0
5,0,0,11,1.5,43,93,78,175,-0.92,1
48,1,3,14,1.5,21,75,88,131,0.13,0
31,0,3,15,4.5,28,4,0,84,0.47,0
15,0,0,9,1.2,2,39,57,62,0.76,0
48,0,2,9,4.9,29,77,81,101,0.12,0
24,0,2,4,1.7,57,52,76,140,-0.62,1
33,0,0,17,4.3,12,54,99,9,-0.28,0
16,1,2,3,4.1,7,76,18,47,-0.04,0
16,0,3,17,4.6,31,21,93,23,0.85,0
31,1,2,5,3.9,18,49,85,76,-0.63,0
16,0,1,1,1.9,100,19,53,190,-0.98,1
1,1,0,17,1.2,84,14,35,200,0.89,0
48,0,0,10,3.0,8,8,13,5,0.82,0
25,1,2,2,1.4,55,69,7,182,0.77,1
32,0,1,8,0.9,90,1,40,108,0.06,0
47,1,3,14,0.8,81,39,5,93,0.56,0
14,1,2,10,1.5,80,93,18,41,-0.71,0
24,1,0,7,0.8,49,96,54,182,-0.03,1
21,0,1,14,0.7,98,61,26,66,-0.06,0
49,0,0,16,3.9,94,5,66,122,-0.88,0
0,0,2,14,1.1,11,78,43,74,0.43,0
55,0,3,17,4.6,61,36,80,68,-0.85,0
60,1,0,12,0.3,34,24,80,97,-0.61,0
53,1,3,14,1.8,83,14,48,190,0.66,0
38,0,3,8,3.5,68,9,12,176,-0.28,1
32,1,1,15,0.1,34,50,55,114,0.55,0
27,0,3,7,4.1,54,39,70,185,0.97,0
52,0,2,8,2.9,11,56,19,163,0.28,0
23,0,2,15,2.0,95,51,2,135,-0.39,0
38,1,1,11,2.8,85,16,15,128,-0.06,0
47,1,3,11,1.1,73,21,51,3,-0.68,0
60,0,2,20,4.1,68,80,38,32,0.34,0
28,0,3,7,1.2,16,42,17,21,-0.78,0
34,0,2,2,2.1,28,47,22,74,-0.44,1
11,1,3,2,1.3,97,55,52,76,-0.97,0
6,1,2,3,3.3,90,17,3,156,0.04,1
6,1,2,17,2.8,67,29,95,11,0.96,0
48,0,2,2,3.2,59,81,30,98,0.53,0
8,0,3,18,2.1,82,11,63,28,0.01,0
11,1,0,0,4.9,15,4,7,109,1.0,1
24,0,3,20,4.0,47,69,59,1,0.9,0
32,1,1,0,1.0,51,63,100,53,-0.61,0
34,1,1,5,4.9,0,89,42,56,0.83,0
40,0,0,15,2.6,7,27,91,93,0.27,0
11,1,1,2,2.0,55,28,32,158,0.72,1
55,0,0,14,0.7,57,64,43,159,0.87,0
41,1,1,5,4.1,9,25,38,78,0.09,0
23,1,2,16,1.9,10,14,47,120,0.87,0
25,1,1,8,0.6,4,77,84,97,-0.91,0
47,0,0,10,2.5,35,27,76,15,0.37,0
39,0,1,13,0.1,88,29,63,82,-0.08,0
45,0,0,6,3.3,82,2,41,172,-0.49,1
36,1,3,7,4.8,59,51,66,152,0.32,0
56,0,0,10,4.7,46,62,92,100,0.22,0
14,0,1,11,3.0,60,72,98,106,-0.65,0
22,1,3,2,2.3,35,29,82,102,0.27,0
25,0,1,16,4.9,72,66,46,0,-0.53,0
24,1,3,20,4.0,28,43,37,164,-0.27,0
46,0,0,16,3.6,48,95,60,55,-0.18,0
4,0,1,15,3.9,8,42,38,133,-0.62,1
60,0,1,4,3.4,62,22,41,114,-0.91,1
37,0,3,0,3.1,46,58,34,12,-0.65,0
41,0,0,9,2.0,75,69,81,168,0.98,0
7,1,2,13,4.5,45,23,15,82,0.73,0
20,0,1,3,1.4,84,49,47,88,0.98,0
27,0,3,18,4.8,42,10,52,115,0.57,0
5,1,3,2,3.1,33,34,28,2,-1.0,1
36,0,2,1,0.5,80,55,24,153,-0.43,1
32,0,3,20,2.0,33,83,9,33,0.24,0
10,1,2,9,3.2,22,24,33,52,0.66,0
55,1,2,5,4.8,85,31,22,99,0.45,0
45,0,2,17,0.8,26,31,76,153,0.62,0
6,1,0,10,1.5,1,61,58,136,-0.66,1
8,0,1,17,3.8,62,33,58,187,0.42,0
15,0,1,18,0.3,73,95,93,58,-0.27,0
20,0,2,8,4.6,26,32,86,86,-0.33,0
13,0,3,0,0.1,79,85,49,199,-0.31,1
5,0,0,8,5.0,1,38,21,135,-0.84,1
11,0,3,14,5.0,43,58,98,77,0.48,0
32,0,2,12,4.2,63,14,25,172,-0.59,0
58,1,1,2,4.8,5,6,9,16,-0.05,0
29,1,1,15,0.1,88,24,55,37,0.7,0
33,0,1,3,2.8,42,4,16,151,0.27,1
49,0,1,12,4.7,46,1,90,114,0.95,0
45,1,3,12,3.8,78,51,73,163,0.88,0
40,1,0,6,3.9,1,99,44,110,-0.07,0
13,1,1,17,3.1,33,72,79,43,-0.3,0
16,1,1,15,4.1,92,17,1,193,0.68,0
19,0,2,11,1.8,76,54,7,83,0.91,0
47,1,0,16,4.9,41,42,85,141,0.77,0
48,0,3,15,1.6,48,10,18,140,0.33,0
11,0,2,5,3.3,82,69,30,141,-0.9,1
58,0,2,15,2.9,61,69,61,42,0.97,0
58,0,2,10,4.6,81,57,78,63,-0.06,0
55,0,3,0,2.4,68,45,59,40,-0.37,0
24,0,3,16,1.1,16,43,23,194,0.92,0
55,1,3,15,1.7,12,12,30,84,-0.0,0
27,1,1,14,1.7,80,59,78,200,0.13,0
47,0,1,18,4.5,37,2,35,120,-0.51,0
50,1,1,9,0.3,75,89,48,156,-0.1,0
55,1,1,11,3.6,4,86,97,180,0.2,0
26,0,2,18,3.0,35,70,30,29,-0.06,0
29,0,0,3,4.7,53,61,96,86,0.68,0
52,0,1,12,4.1,4,94,91,161,-0.49,0
49,1,3,19,4.3,15,76,36,43,0.14,0
51,1,2,9,1.2,1,52,89,183,-0.24,0
42,1,2,14,0.7,69,89,57,126,0.4,0
59,1,1,10,1.5,6,84,42,114,0.29,0
38,0,0,4,4.7,52,4,15,28,0.96,0
0,1,1,15,0.4,76,50,64,62,0.02,0
31,1,0,5,2.3,93,85,88,82,0.96,0
43,0,3,20,3.8,10,4,21,102,0.61,0
14,1,3,9,0.3,88,9,72,122,-0.15,0
60,0,1,4,4.1,31,18,21,176,-0.34,1
21,1,2,16,3.9,68,42,70,5,0.55,0
23,0,2,16,3.7,24,84,46,28,0.66,0
53,1,0,9,4.7,61,55,46,15,0.46,0
33,0,1,20,0.5,31,41,40,8,-0.2,0
44,1,3,20,4.4,71,29,19,145,0.36,0
59,0,3,20,2.3,70,54,50,188,0.79,0
25,0,1,17,5.0,80,8,41,108,0.33,0
27,1,0,0,4.3,21,24,90,150,-0.91,1
57,1,1,9,4.6,5,3,61,193,0.8,0
11,0,2,6,0.7,14,90,34,91,-0.94,1
28,0,3,10,4.3,60,4,17,3,0.16,0
55,1,0,14,0.0,39,79,95,184,-0.79,0
49,1,0,9,4.7,81,20,88,157,0.88,0
16,0,0,19,0.4,90,87,42,150,-0.55,0
42,0,1,3,2.0,9,95,6,191,0.78,1
57,0,1,17,0.5,23,91,46,200,-1.0,0
4,1,2,1,2.8,57,26,26,171,0.12,1
19,1,3,12,1.4,87,92,51,185,-0.48,0
40,0,2,4,1.3,34,3,56,80,0.29,0
28,0,3,9,3.7,40,83,74,104,0.43,0
37,0,2,4,4.3,9,96,84,141,-0.49,0
59,0,2,18,3.3,79,47,37,99,-0.08,0
43,0,2,11,0.4,96,96,29,2,0.85,0
56,0,1,4,3.3,52,39,80,49,-0.34,0
35,1,0,16,2.5,24,3,39,24,-0.83,0
9,0,2,18,4.4,97,91,100,162,0.36,0
3,0,1,16,1.8,100,17,81,111,-0.64,0
0,0,0,8,4.0,83,44,12,63,0.91,0
13,1,0,8,1.0,39,35,100,52,-0.65,0
37,0,1,11,4.4,11,11,62,61,-0.93,0
37,0,0,0,2.1,32,21,23,93,0.02,1
58,0,2,15,3.3,33,100,54,60,0.35,0
54,0,2,12,0.5,15,92,54,79,0.91,0
17,1,0,13,1.0,1,68,35,161,-0.23,1
48,0,0,2,2.9,34,31,32,89,0.92,0
60,1,3,6,4.2,11,31,5,98,0.02,0
30,0,0,16,2.7,69,14,36,194,0.13,0
59,1,2,15,3.8,71,92,79,112,-0.5,0
0,1,2,12,1.5,2,30,71,53,-0.35,0
